Identifier,Gender,Ethinicity,Parent Education,lunch,Coaching,Numerical,Vocabulary,Comprehension,internet,freetime,goout,health,absences,Mjob,Fjob,reason,guardian,traveltime,studytime
7532,male,group B,some college,free/reduced,none,84,81,49,no,1,5,3,50,other,services,home,father,2,1
7533,female,group C,high school,standard,none,94,96,63,no,1,5,2,66,health,other,course,father,3,1
7534,female,group E,some high school,free/reduced,yes,65,72,38,yes,5,5,5,43,at_home,services,course,mother,3,3
7535,female,group C,some college,standard,none,95,89,37,no,2,3,3,45,other,at_home,other,mother,1,3
7536,male,group C,master's degree,free/reduced,none,66,86,32,yes,2,1,2,13,other,teacher,home,mother,3,4
7537,female,group D,high school,standard,none,72,86,66,yes,3,1,2,57,at_home,services,other,other,3,2
7538,male,group A,some high school,free/reduced,yes,86,93,42,yes,3,2,3,57,services,teacher,home,mother,4,1
7539,female,group B,bachelor's degree,standard,none,60,78,45,no,3,2,4,11,teacher,other,other,other,2,3
7540,female,group C,master's degree,standard,yes,85,91,51,yes,5,4,5,45,services,services,home,father,1,3
7541,female,group C,bachelor's degree,free/reduced,none,96,74,50,yes,4,5,1,49,teacher,services,reputation,father,2,3
7542,male,group C,master's degree,free/reduced,yes,88,90,65,yes,5,2,5,7,at_home,teacher,reputation,father,2,4
7543,male,group E,some college,free/reduced,yes,63,86,63,no,3,1,3,19,health,at_home,reputation,father,1,2
7544,female,group E,bachelor's degree,free/reduced,none,93,91,37,no,2,1,2,61,teacher,health,other,other,3,3
7545,male,group A,some high school,free/reduced,none,96,81,39,no,4,5,1,7,at_home,other,other,mother,3,4
7546,female,group D,bachelor's degree,free/reduced,none,63,81,39,yes,1,5,4,15,at_home,other,other,mother,3,1
7547,male,group A,some high school,standard,none,93,80,42,yes,5,1,1,18,health,services,course,father,2,3
7548,female,group D,some college,free/reduced,none,90,95,43,no,4,1,4,42,health,services,reputation,other,1,1
7549,male,group E,high school,standard,yes,84,95,69,yes,3,2,1,52,teacher,health,course,other,1,3
7550,female,group C,some college,free/reduced,yes,61,88,59,yes,5,5,2,2,teacher,health,other,other,1,1
7551,male,group D,master's degree,free/reduced,yes,70,93,49,yes,2,5,1,7,teacher,teacher,course,mother,4,2
7552,female,group D,some college,standard,none,90,87,60,no,2,4,2,23,at_home,other,course,other,1,1
7553,female,group C,master's degree,standard,none,99,98,50,yes,2,5,1,7,health,teacher,reputation,other,4,4
7554,male,group E,high school,free/reduced,none,68,86,38,no,4,3,3,69,health,at_home,home,mother,2,3
7555,female,group A,some college,standard,none,98,80,50,yes,2,1,5,68,at_home,teacher,course,father,3,4
7556,male,group D,some college,standard,none,73,92,50,yes,5,3,1,28,health,services,reputation,father,4,4
7557,female,group A,high school,standard,none,62,93,38,no,2,4,1,64,teacher,health,other,father,4,4
7558,male,group C,some college,free/reduced,none,78,96,40,no,2,2,1,73,other,teacher,reputation,mother,4,2
7559,female,group B,some high school,free/reduced,yes,65,98,32,no,3,5,5,60,services,other,course,mother,2,3
7560,male,group D,master's degree,standard,yes,76,87,52,yes,1,1,5,58,health,health,home,other,3,4
7561,male,group B,some high school,standard,none,66,91,56,no,5,1,3,46,other,other,reputation,father,4,1
7562,female,group C,bachelor's degree,free/reduced,yes,86,83,35,yes,3,2,4,69,services,health,home,mother,1,3
7563,male,group D,high school,standard,none,94,74,33,no,2,2,3,69,services,services,course,mother,4,2
7564,male,group A,bachelor's degree,standard,yes,85,72,39,yes,5,3,4,1,health,teacher,home,father,2,1
7565,male,group D,high school,standard,none,97,79,60,no,3,3,1,18,other,at_home,course,father,3,2
7566,female,group A,some college,standard,none,89,88,65,no,3,5,2,19,teacher,teacher,other,other,3,4
7567,female,group E,high school,standard,yes,77,76,47,yes,4,5,5,2,teacher,health,reputation,other,3,2
7568,male,group E,bachelor's degree,free/reduced,none,68,91,36,yes,2,4,3,10,health,teacher,course,father,3,3
7569,male,group E,some college,standard,none,86,85,59,no,1,3,4,71,other,health,other,mother,2,1
7570,male,group D,bachelor's degree,standard,yes,68,81,69,no,5,3,5,39,health,services,reputation,father,1,4
7571,female,group D,high school,standard,none,80,84,66,yes,2,3,1,61,at_home,at_home,course,mother,4,1
7572,female,group B,high school,standard,none,82,89,56,yes,2,4,4,47,at_home,other,course,father,3,1
7573,male,group B,high school,standard,none,89,95,62,no,4,3,4,15,health,other,home,other,1,4
7574,male,group C,high school,standard,yes,61,87,69,yes,3,5,2,12,teacher,at_home,other,mother,4,4
7575,male,group A,bachelor's degree,standard,none,73,87,51,yes,5,5,1,67,services,other,other,mother,2,4
7576,male,group C,bachelor's degree,standard,none,76,90,46,yes,3,3,3,60,at_home,other,home,father,2,4
7577,female,group C,high school,free/reduced,none,91,88,56,yes,2,4,4,75,other,at_home,home,father,1,4
7578,female,group D,master's degree,standard,yes,71,79,33,yes,3,5,2,7,services,other,course,other,2,4
7579,male,group D,bachelor's degree,free/reduced,none,99,82,49,yes,4,4,2,62,other,services,home,father,3,3
7580,male,group B,some college,free/reduced,none,73,98,70,no,4,4,2,14,health,health,course,other,4,1
7581,female,group B,high school,free/reduced,yes,92,73,59,yes,3,2,1,60,services,at_home,course,father,2,4
7582,male,group D,some high school,free/reduced,none,97,82,60,no,1,2,3,48,services,services,home,other,2,1
7583,male,group D,master's degree,free/reduced,none,60,93,30,yes,3,3,3,48,health,at_home,reputation,other,1,4
7584,male,group C,some college,standard,yes,71,87,32,no,4,1,4,17,services,other,course,other,4,2
7585,male,group A,some high school,free/reduced,yes,78,73,52,no,3,1,5,47,health,services,course,other,4,2
7586,male,group B,some college,free/reduced,none,83,94,41,no,2,1,5,39,health,services,reputation,father,4,4
7587,male,group E,master's degree,standard,yes,87,84,67,no,5,3,1,63,health,teacher,other,mother,3,1
7588,female,group C,high school,free/reduced,none,93,81,30,yes,5,4,2,73,other,teacher,course,father,4,4
7589,female,group C,high school,free/reduced,yes,61,92,31,yes,5,4,5,18,services,teacher,home,other,4,1
7590,female,group B,master's degree,standard,none,65,92,61,no,2,4,3,61,services,services,other,other,4,1
7591,female,group B,master's degree,standard,none,99,74,37,yes,1,5,3,73,at_home,other,home,mother,1,3
7592,male,group A,bachelor's degree,standard,yes,82,96,53,yes,1,4,1,34,at_home,health,course,mother,4,1
7593,female,group B,bachelor's degree,standard,yes,90,95,38,yes,1,3,3,70,other,health,reputation,other,2,2
7594,male,group A,high school,free/reduced,yes,60,87,51,no,5,4,4,11,health,at_home,other,other,3,2
7595,male,group C,high school,standard,none,79,91,54,no,2,1,5,50,other,health,other,father,2,1
7596,male,group A,some college,standard,none,87,88,43,yes,2,2,5,71,at_home,at_home,home,father,1,1
7597,female,group B,bachelor's degree,free/reduced,none,69,93,45,no,1,4,4,55,teacher,teacher,other,father,3,3
7598,female,group A,bachelor's degree,free/reduced,none,96,78,38,yes,4,2,2,37,services,teacher,course,other,2,2
7599,male,group E,some high school,free/reduced,yes,98,92,47,no,1,5,1,2,at_home,health,course,mother,4,2
7600,male,group E,master's degree,free/reduced,yes,71,73,66,no,1,3,5,7,services,teacher,home,mother,4,3
7601,female,group C,master's degree,free/reduced,yes,72,82,59,yes,1,3,3,25,teacher,other,home,other,2,4
7602,female,group E,master's degree,free/reduced,none,80,85,39,yes,1,3,2,50,other,health,course,mother,2,3
7603,female,group A,high school,free/reduced,none,82,71,44,yes,1,1,2,34,teacher,services,other,other,3,3
7604,male,group A,some high school,free/reduced,yes,73,78,38,yes,1,4,3,52,teacher,at_home,course,father,4,1
7605,male,group C,high school,free/reduced,none,96,83,46,yes,1,1,4,33,health,health,other,other,1,1
7606,female,group E,master's degree,free/reduced,none,85,93,57,yes,1,2,3,4,health,at_home,course,other,2,1
7607,male,group A,bachelor's degree,standard,yes,100,84,62,yes,5,3,3,68,at_home,at_home,home,other,2,3
7608,male,group C,some high school,standard,yes,83,88,66,no,4,5,1,42,teacher,other,home,other,1,4
7609,male,group A,master's degree,standard,none,95,84,67,yes,2,4,3,19,teacher,other,reputation,father,3,1
7610,male,group D,some high school,standard,none,95,85,39,yes,4,2,1,75,health,teacher,course,mother,2,2
7611,female,group E,some college,free/reduced,none,61,95,32,no,4,4,2,1,at_home,teacher,reputation,mother,4,4
7612,male,group E,some college,free/reduced,yes,72,88,33,no,3,4,3,23,at_home,at_home,course,other,4,3
7613,female,group D,high school,standard,yes,99,88,37,no,3,5,2,28,teacher,at_home,other,other,2,4
7614,female,group B,master's degree,standard,yes,85,84,59,yes,2,3,1,74,other,at_home,other,other,2,2
7615,female,group C,bachelor's degree,free/reduced,yes,89,80,54,no,2,4,1,21,other,health,other,mother,1,3
7616,female,group E,some college,standard,none,100,84,35,yes,4,5,2,19,health,teacher,reputation,mother,1,1
7617,female,group C,some college,standard,none,63,85,54,no,5,5,3,21,services,health,reputation,mother,4,4
7618,male,group E,high school,free/reduced,yes,74,77,60,yes,1,4,1,68,services,at_home,course,mother,3,4
7619,female,group B,some high school,standard,none,96,89,43,no,1,2,2,9,other,other,reputation,mother,3,3
7620,male,group E,some college,free/reduced,yes,86,77,51,no,2,1,2,45,services,at_home,course,mother,1,3
7621,male,group C,master's degree,free/reduced,none,86,94,45,yes,2,1,4,65,teacher,services,other,mother,2,2
7622,female,group B,bachelor's degree,standard,none,71,77,55,yes,1,2,4,75,at_home,at_home,home,mother,3,3
7623,female,group B,some college,free/reduced,none,66,93,55,no,3,4,2,63,at_home,teacher,reputation,mother,4,3
7624,male,group B,master's degree,free/reduced,yes,71,73,67,no,4,5,4,68,services,health,other,father,3,2
7625,female,group B,some high school,standard,none,78,92,40,no,3,1,3,75,services,services,course,other,4,4
7626,male,group C,some college,standard,none,81,91,54,no,1,1,1,73,at_home,services,home,other,3,2
7627,male,group E,master's degree,standard,none,73,78,55,no,2,5,2,3,teacher,other,course,father,4,3
7628,male,group E,master's degree,free/reduced,yes,87,82,39,yes,1,1,1,3,services,services,other,other,1,4
7629,male,group D,high school,standard,none,65,74,54,no,1,5,3,2,services,at_home,home,father,1,3
7630,female,group D,high school,free/reduced,yes,74,87,56,yes,2,3,4,11,teacher,at_home,reputation,mother,4,3
7631,female,group D,some college,free/reduced,none,100,74,45,yes,1,2,3,47,teacher,other,home,mother,1,1
7632,female,group E,some high school,standard,yes,65,85,60,no,3,1,4,43,teacher,health,course,father,2,3
7633,male,group A,some high school,standard,yes,69,75,33,no,2,5,3,72,health,health,course,other,4,1
7634,male,group C,master's degree,free/reduced,none,84,82,56,yes,5,1,4,49,teacher,services,reputation,father,3,3
7635,female,group B,some high school,standard,none,60,79,57,no,4,1,3,40,services,health,home,father,4,3
7636,male,group A,master's degree,standard,yes,66,82,63,yes,2,5,4,31,other,teacher,course,other,4,1
7637,female,group E,high school,standard,none,68,97,65,yes,4,3,3,55,health,teacher,reputation,father,1,4
7638,male,group A,high school,standard,none,77,98,58,no,2,4,4,43,teacher,services,other,mother,1,4
7639,male,group C,high school,free/reduced,none,67,88,67,yes,1,4,2,67,teacher,teacher,home,father,4,1
7640,male,group C,bachelor's degree,free/reduced,none,76,79,33,yes,1,2,5,50,health,teacher,home,father,4,4
7641,female,group A,high school,free/reduced,none,99,95,66,yes,3,3,4,8,teacher,teacher,other,father,3,4
7642,male,group C,bachelor's degree,standard,yes,65,73,43,yes,5,3,4,26,services,services,reputation,other,4,2
7643,female,group E,bachelor's degree,free/reduced,yes,79,95,69,no,1,1,2,43,services,services,other,mother,2,4
7644,female,group B,some high school,standard,yes,68,93,67,no,5,5,3,27,services,at_home,course,father,3,3
7645,male,group D,master's degree,standard,yes,82,89,33,yes,2,3,4,20,teacher,other,home,other,1,3
7646,female,group D,master's degree,free/reduced,none,65,73,70,yes,5,5,1,65,health,at_home,reputation,father,1,3
7647,male,group A,master's degree,free/reduced,yes,79,79,56,yes,1,2,1,10,at_home,services,home,father,1,2
7648,male,group A,master's degree,standard,none,64,86,66,no,5,5,5,60,teacher,teacher,home,father,3,2
7649,female,group B,some high school,standard,none,74,91,69,no,5,4,1,55,teacher,health,home,mother,4,1
7650,female,group A,some college,standard,yes,97,85,70,no,3,2,3,73,at_home,health,home,mother,2,1
7651,male,group B,some high school,free/reduced,none,70,87,51,no,5,3,4,12,services,other,course,other,4,2
7652,female,group D,master's degree,standard,yes,68,81,68,yes,3,3,2,21,teacher,services,other,father,3,1
7653,male,group D,bachelor's degree,free/reduced,none,96,83,45,yes,1,3,3,22,health,teacher,home,father,2,1
7654,male,group D,high school,standard,yes,77,80,51,yes,4,1,5,0,other,teacher,reputation,mother,1,2
7655,male,group B,master's degree,standard,yes,88,80,32,no,2,4,2,28,health,teacher,other,mother,2,2
7656,male,group D,bachelor's degree,free/reduced,yes,99,91,62,yes,4,4,4,39,services,services,course,other,4,3
7657,female,group B,some college,standard,none,83,85,44,yes,3,1,1,21,other,other,home,mother,3,1
7658,female,group A,bachelor's degree,free/reduced,none,99,86,54,no,5,5,4,60,other,other,course,mother,2,2
7659,male,group D,master's degree,free/reduced,none,70,86,42,yes,1,1,4,32,services,teacher,other,father,1,2
7660,male,group D,master's degree,free/reduced,yes,66,80,43,yes,4,2,3,33,services,at_home,home,father,1,2
7661,female,group C,some college,free/reduced,none,71,88,61,yes,1,4,4,64,health,health,reputation,other,4,3
7662,female,group B,some college,standard,yes,100,77,50,yes,2,1,1,10,other,at_home,other,mother,1,1
7663,male,group B,some high school,free/reduced,yes,89,79,52,yes,4,4,4,2,health,teacher,course,father,2,3
7664,male,group A,master's degree,free/reduced,none,77,91,64,no,3,5,2,28,teacher,health,reputation,mother,4,2
7665,male,group B,high school,standard,none,60,87,34,yes,1,3,4,30,health,services,home,other,3,2
7666,male,group D,master's degree,standard,none,69,80,49,no,2,5,5,37,health,at_home,home,mother,3,3
7667,female,group A,some college,standard,yes,77,77,42,yes,4,5,2,62,at_home,other,home,father,1,4
7668,female,group C,bachelor's degree,free/reduced,none,78,74,30,no,2,3,3,42,teacher,at_home,home,other,4,3
7669,male,group E,some high school,free/reduced,yes,83,90,70,yes,4,3,3,63,health,at_home,home,mother,1,4
7670,male,group A,bachelor's degree,standard,yes,69,83,50,no,4,3,3,52,other,services,home,father,3,2
7671,female,group A,bachelor's degree,standard,none,99,75,37,no,2,5,2,5,teacher,teacher,other,other,1,1
7672,female,group B,some college,free/reduced,yes,73,71,67,yes,4,5,1,23,teacher,at_home,other,other,1,4
7673,male,group D,some college,free/reduced,none,77,84,70,no,2,5,1,21,services,services,reputation,father,1,2
7674,male,group B,some high school,standard,none,74,93,45,no,2,4,1,60,services,health,home,mother,4,2
7675,female,group E,bachelor's degree,standard,none,98,82,68,no,3,3,2,74,at_home,other,reputation,mother,2,4
7676,male,group C,master's degree,free/reduced,none,70,98,55,yes,3,3,4,13,other,health,course,other,1,2
7677,female,group C,master's degree,free/reduced,none,70,74,45,yes,1,2,1,18,teacher,teacher,other,mother,2,2
7678,female,group C,some high school,free/reduced,yes,74,74,58,yes,2,4,5,5,other,at_home,home,mother,1,4
7679,male,group E,some high school,standard,yes,73,73,67,no,4,3,2,75,teacher,other,home,other,2,1
7680,male,group C,some high school,free/reduced,yes,77,74,69,yes,5,3,1,44,health,health,home,father,3,1
7681,female,group D,some college,free/reduced,yes,79,85,69,yes,2,1,1,9,health,other,course,father,4,4
7682,male,group E,some college,standard,yes,80,98,66,yes,2,1,1,42,health,health,home,other,4,1
7683,male,group C,bachelor's degree,free/reduced,none,71,72,57,no,2,5,5,51,at_home,services,other,other,2,2
7684,male,group D,some high school,standard,none,100,74,64,no,3,4,5,58,teacher,at_home,reputation,mother,2,3
